id,smoker_pred,smoker_prob
159462,0,0.04056325
159463,0,0.012587824
159464,0,0.48983818
159465,0,0.3677273
159466,0,0.05696604
159467,1,0.80573595
159468,1,0.89491504
159469,1,0.5676519
159470,1,0.7879749
159471,1,0.6990702
159472,1,0.8547618
159473,0,0.096618734
159474,0,0.289185
159475,0,0.44762954
159476,0,0.019999035
159477,0,0.15337755
159478,1,0.78205067
159479,0,0.104936354
159480,0,0.27707377
159481,0,0.15667427
159482,1,0.8337365
159483,0,0.018845761
159484,0,0.03057354
159485,0,0.16101328
159486,0,0.097307794
159487,0,0.1024965
159488,1,0.6145295
159489,0,0.10261368
159490,1,0.5234478
159491,1,0.9415029
159492,0,0.3383038
159493,1,0.7009191
159494,0,0.010364439
159495,0,0.0018593214
159496,1,0.7427394
159497,0,0.3487472
159498,0,0.46356815
159499,1,0.68778217
159500,0,0.17069255
159501,1,0.65425897
159502,1,0.8879273
159503,0,0.009820559
159504,1,0.57159656
159505,0,0.014582126
159506,1,0.87198555
159507,1,0.75802016
159508,1,0.8067091
159509,1,0.7865277
159510,0,0.015930818
159511,0,0.0013985231
159512,0,0.044663984
159513,0,0.41121745
159514,0,0.11531946
159515,1,0.70398474
159516,1,0.53942096
159517,0,0.028479876
159518,0,0.018573161
159519,0,0.11928115
159520,0,0.1536857
159521,1,0.9359241
159522,1,0.6443943
159523,0,0.0022100192
159524,1,0.57593995
159525,0,0.0057593947
159526,0,0.30910063
159527,0,0.0050641363
159528,0,0.34538758
159529,1,0.76764816
159530,1,0.66739506
159531,0,0.17316534
159532,1,0.91094095
159533,1,0.8578478
159534,1,0.54679936
159535,1,0.5480584
159536,0,0.0096104285
159537,0,0.29344246
159538,1,0.7057395
159539,1,0.8520802
159540,0,0.0008445217
159541,0,0.26901957
159542,0,0.46556106
159543,0,0.016172618
159544,1,0.5636777
159545,1,0.77298105
159546,1,0.5161615
159547,1,0.5619371
159548,1,0.63432807
159549,0,0.023457142
159550,0,0.0097128
159551,1,0.6258241
159552,1,0.65040195
159553,0,0.3584977
159554,0,0.0547923
159555,1,0.8639294
159556,1,0.84758234
159557,1,0.89341146
159558,0,0.15664035
159559,1,0.67100453
159560,0,0.02236269
159561,1,0.9094211
159562,1,0.95288783
159563,0,0.3538089
159564,0,0.024360267
159565,0,0.08779976
159566,0,0.12986168
159567,1,0.82035315
159568,1,0.6111329
159569,0,0.026335012
159570,1,0.70275444
159571,0,0.10029017
159572,1,0.5097864
159573,0,0.014289327
159574,1,0.7795677
159575,0,0.017258493
159576,0,0.11485072
159577,1,0.75577426
159578,0,0.43648612
159579,0,0.049739722
159580,1,0.60140175
159581,0,0.052580178
159582,0,0.46389875
159583,1,0.7049073
159584,0,0.42538315
159585,0,0.37111482
159586,0,0.36569977
159587,1,0.9100333
159588,1,0.8563666
159589,1,0.80431974
159590,1,0.811304
159591,1,0.74002945
159592,0,0.0179797
159593,1,0.74556845
159594,0,0.01849641
159595,1,0.7613082
159596,1,0.6945149
159597,1,0.51795155
159598,0,0.028670473
159599,0,0.010122191
159600,0,0.0039507984
159601,1,0.595363
159602,0,0.051077098
159603,1,0.74955773
159604,0,0.40781203
159605,0,0.42643833
159606,0,0.0023823935
159607,0,0.009870941
159608,1,0.8396463
159609,1,0.5052798
159610,0,0.0018688962
159611,0,0.019995555
159612,1,0.55421644
159613,1,0.7894811
159614,0,0.020059718
159615,0,0.015649905
159616,0,0.12892617
159617,0,0.06678723
159618,1,0.8104768
159619,0,0.025929926
159620,1,0.6225195
159621,1,0.80691653
159622,1,0.80243605
159623,1,0.55260855
159624,0,0.016615165
159625,0,0.005896757
159626,0,0.031166162
159627,1,0.54694635
159628,0,0.4405951
159629,1,0.76546323
159630,0,0.1962727
159631,0,0.1708145
159632,0,0.06122737
159633,0,0.037679736
159634,1,0.7427633
159635,0,0.004790006
159636,0,0.06328155
159637,0,0.175485
159638,1,0.6242245
159639,0,0.13043943
159640,0,0.038468987
159641,0,0.089857444
159642,0,0.13691045
159643,0,0.2844726
159644,0,0.38070828
159645,0,0.42341614
159646,0,0.0042008413
159647,1,0.6739629
159648,1,0.51239216
159649,0,0.4100533
159650,1,0.90861464
159651,1,0.8779843
159652,0,0.3894968
159653,0,0.19483337
159654,0,0.049461525
159655,1,0.74946576
159656,0,0.09463279
159657,1,0.5011538
159658,0,0.008754802
159659,0,0.0014714649
159660,0,0.41252744
159661,1,0.5573383
159662,1,0.54282856
159663,1,0.76097494
159664,0,0.007536516
159665,1,0.54003847
159666,1,0.5414071
159667,0,0.120590575
159668,1,0.80772156
159669,1,0.5345455
159670,0,0.04252462
159671,1,0.77081764
159672,1,0.5127429
159673,1,0.8004331
159674,0,0.41308042
159675,1,0.8019497
159676,0,0.0013683712
159677,0,0.4340833
159678,1,0.54569095
159679,0,0.039689787
159680,1,0.8279178
159681,0,0.2895708
159682,1,0.6392163
159683,1,0.57324773
159684,1,0.5064214
159685,1,0.6195098
159686,0,0.112094305
159687,0,0.0017274439
159688,1,0.9488901
159689,0,0.11878212
159690,1,0.74302036
159691,1,0.52739036
159692,1,0.8778907
159693,0,0.38370153
159694,0,0.49258378
159695,0,0.0023514503
159696,0,0.0047380845
159697,0,0.023932511
159698,0,0.29994562
159699,1,0.52580893
159700,0,0.48655653
159701,1,0.76905286
159702,1,0.7283911
159703,0,0.021545244
159704,1,0.60514516
159705,0,0.017278198
159706,0,0.20655261
159707,1,0.6371693
159708,1,0.7419411
159709,1,0.9267904
159710,1,0.9129797
159711,1,0.91881734
159712,1,0.6291803
159713,1,0.6350933
159714,1,0.52514505
159715,0,0.43634704
159716,1,0.6438579
159717,0,0.005413533
159718,0,0.49378848
159719,0,0.08001678
159720,1,0.6054374
159721,1,0.7931846
159722,0,0.4680487
159723,0,0.021634836
159724,0,0.02220419
159725,1,0.8505461
159726,0,0.027568294
159727,0,0.0038807401
159728,0,0.0092700375
159729,1,0.65694433
159730,0,0.2459764
159731,1,0.7940504
159732,0,0.010787794
159733,1,0.5733397
159734,0,0.37315196
159735,0,0.003952722
159736,1,0.56570154
159737,1,0.6416363
159738,0,0.0078141065
159739,0,0.0032255524
159740,1,0.5448996
159741,0,0.42593426
159742,0,0.33410296
159743,1,0.7717249
159744,1,0.798293
159745,1,0.5861005
159746,0,0.33589032
159747,0,0.07419186
159748,0,0.17176843
159749,0,0.3224262
159750,1,0.6280781
159751,0,0.07225103
159752,0,0.047667205
159753,1,0.6814592
159754,1,0.5116745
159755,0,0.48151982
159756,0,0.08339837
159757,0,0.3999628
159758,1,0.6773666
159759,0,0.04093267
159760,1,0.9441366
159761,0,0.028476445
159762,0,0.3802893
159763,0,0.09064017
159764,1,0.52660227
159765,1,0.50344557
159766,1,0.588479
159767,1,0.5003038
159768,1,0.9202301
159769,1,0.6705252
159770,1,0.74769723
159771,0,0.011274315
159772,0,0.46975058
159773,0,0.17250499
159774,0,0.23356281
159775,0,0.20155862
159776,0,0.023230668
159777,1,0.522156
159778,0,0.26904213
159779,1,0.74966824
159780,1,0.66993725
159781,1,0.7654697
159782,0,0.018215243
159783,0,0.11025623
159784,0,0.40116018
159785,0,0.0058177393
159786,1,0.88982713
159787,0,0.4726978
159788,0,0.008890729
159789,0,0.05615936
159790,0,0.041021157
159791,1,0.77120906
159792,0,0.43311143
159793,1,0.5624006
159794,0,0.31540763
159795,0,0.121384695
159796,0,0.42562762
159797,1,0.7775806
159798,1,0.7035618
159799,0,0.00049613527
159800,0,0.014977151
159801,0,0.060477894
159802,1,0.9588675
159803,1,0.6315766
159804,1,0.52355003
159805,0,0.38822943
159806,1,0.8559728
159807,1,0.6635532
159808,0,0.009533138
159809,1,0.5922082
159810,0,0.0014751969
159811,0,0.005369147
159812,0,0.42553276
159813,1,0.6546933
159814,1,0.84584904
159815,1,0.6850688
159816,1,0.6164702
159817,1,0.6545738
159818,0,0.003929496
159819,1,0.7528608
159820,0,0.27765426
159821,0,0.018079562
159822,1,0.57768893
159823,0,0.0022203976
159824,1,0.94186586
159825,1,0.70901847
159826,0,0.44763118
159827,0,0.014127043
159828,0,0.02663562
159829,0,0.013054297
159830,0,0.06479765
159831,1,0.550763
159832,1,0.50488794
159833,0,0.37061086
159834,0,0.011140315
159835,1,0.8007464
159836,0,0.02401648
159837,0,0.40041238
159838,0,0.041360974
159839,0,0.25566477
159840,1,0.82239556
159841,1,0.74931335
159842,1,0.7207061
159843,1,0.9108413
159844,1,0.5311308
159845,0,0.010518981
159846,1,0.65466833
159847,0,0.4489039
159848,1,0.5090414
159849,1,0.66361344
159850,0,0.0025644202
159851,0,0.41137868
159852,0,0.0067031616
159853,0,0.17323473
159854,1,0.9087573
159855,0,0.38166887
159856,0,0.06401813
159857,0,0.4711229
159858,1,0.6589448
159859,0,0.0071822386
159860,1,0.51847565
159861,0,0.008520265
159862,0,0.001972071
159863,1,0.7568649
159864,0,0.05079351
159865,0,0.0010802231
159866,1,0.63964486
159867,0,0.3733283
159868,1,0.82627773
159869,0,0.49952742
159870,1,0.7425203
159871,0,0.06134064
159872,1,0.6103885
159873,1,0.71226275
159874,0,0.20960769
159875,0,0.39840394
159876,1,0.6896829
159877,0,0.105953366
159878,1,0.59403676
159879,1,0.7173086
159880,1,0.5841609
159881,0,0.027109457
159882,1,0.8869667
159883,1,0.8429969
159884,1,0.8088291
159885,1,0.5012559
159886,0,0.37759078
159887,1,0.5542299
159888,0,0.38396353
159889,1,0.85480255
159890,1,0.7471376
159891,1,0.9269297
159892,0,0.1582988
159893,0,0.027739884
159894,1,0.82149154
159895,1,0.556626
159896,1,0.7079081
159897,0,0.46044964
159898,1,0.6046144
159899,1,0.8727316
159900,0,0.032895904
159901,1,0.6253578
159902,0,0.13006784
159903,0,0.4598015
159904,0,0.2733487
159905,0,0.030033506
159906,1,0.7860981
159907,1,0.71416277
159908,1,0.73036
159909,0,0.00094600883
159910,1,0.52542424
159911,0,0.48334235
159912,1,0.6749054
159913,0,0.0608799
159914,0,0.023527762
159915,0,0.3726303
159916,0,0.01351062
159917,0,0.0106830085
159918,0,0.100061424
159919,0,0.42433706
159920,0,0.18749338
159921,1,0.84458566
159922,0,0.21098043
159923,0,0.22775966
159924,1,0.70092905
159925,1,0.7210941
159926,1,0.866724
159927,1,0.67120993
159928,0,0.48607424
159929,1,0.77901995
159930,0,0.12574904
159931,0,0.3947741
159932,0,0.0021087485
159933,0,0.33280158
159934,0,0.38903406
159935,0,0.21769221
159936,1,0.56410825
159937,0,0.024877217
159938,1,0.62516856
159939,1,0.68420255
159940,1,0.57266325
159941,0,0.3546968
159942,1,0.5478829
159943,0,0.15252174
159944,0,0.014706031
159945,1,0.7406793
159946,1,0.68945926
159947,0,0.015282355
159948,0,0.3259223
159949,1,0.7113834
159950,1,0.86467886
159951,0,0.3087694
159952,1,0.7780655
159953,0,0.0009392246
159954,1,0.6463232
159955,0,0.0006335513
159956,1,0.7768191
159957,1,0.82047784
159958,1,0.582487
159959,0,0.387228
159960,1,0.8029271
159961,1,0.78801405
159962,0,0.00062188075
159963,1,0.89129305
159964,0,0.019581303
159965,1,0.6439611
159966,1,0.81921285
159967,1,0.6681408
159968,0,0.010977475
159969,1,0.7884928
159970,0,0.0166417
159971,0,0.0033248365
159972,0,0.041780893
159973,1,0.75199693
159974,0,0.34904432
159975,1,0.7206354
159976,1,0.5446262
159977,1,0.7761093
159978,0,0.012878003
159979,1,0.64337975
159980,1,0.82649976
159981,1,0.73851085
159982,1,0.5624792
159983,1,0.78744483
159984,1,0.5820345
159985,1,0.8399461
159986,1,0.8740215
159987,0,0.04880697
159988,1,0.7738119
159989,1,0.5696295
159990,0,0.26800078
159991,0,0.011915668
159992,0,0.42886734
159993,0,0.01085087
159994,0,0.016753884
159995,0,0.011818716
159996,0,0.4752682
159997,1,0.7806292
159998,0,0.4277618
159999,1,0.7067398
160000,1,0.746478
160001,0,0.116851404
160002,0,0.38704947
160003,0,0.033407427
160004,0,0.46881813
160005,0,0.02638523
160006,0,0.34130815
160007,1,0.7230859
160008,0,0.17642593
160009,1,0.5741083
160010,1,0.61704874
160011,0,0.15096408
160012,0,0.48561755
160013,1,0.78483486
160014,0,0.009542871
160015,0,0.064356945
160016,1,0.720595
160017,0,0.1303344
160018,1,0.84103835
160019,0,0.017178118
160020,0,0.092047684
160021,1,0.5690974
160022,1,0.72437453
160023,0,0.009167608
160024,1,0.6279253
160025,0,0.105422474
160026,0,0.013508485
160027,1,0.5152552
160028,0,0.012512693
160029,1,0.72500134
160030,0,0.37989363
160031,1,0.8224286
160032,0,0.02009059
160033,0,0.039627448
160034,1,0.8147513
160035,1,0.5975787
160036,0,0.0073818807
160037,0,0.47662783
160038,0,0.44662806
160039,0,0.021662753
160040,1,0.5609457
160041,0,0.07308672
160042,0,0.40410462
160043,0,0.050190855
160044,0,0.08086523
160045,0,0.02843884
160046,1,0.5373239
160047,0,0.48560867
160048,1,0.57558984
160049,0,0.011587123
160050,1,0.7029883
160051,1,0.83716995
160052,1,0.74240273
160053,0,0.17291853
160054,1,0.60886455
160055,0,0.4752129
160056,0,0.1512394
160057,0,0.08464987
160058,1,0.53276247
160059,1,0.748331
160060,0,0.39206332
160061,0,0.045704633
160062,1,0.894442
160063,0,0.04330624
160064,0,0.11883144
160065,0,0.26458758
160066,1,0.5260355
160067,0,0.40123555
160068,1,0.6056296
160069,1,0.68567646
160070,0,0.0025828336
160071,0,0.040555634
160072,0,0.4274851
160073,0,0.018164273
160074,1,0.6827755
160075,1,0.83190864
160076,1,0.5066454
160077,0,0.00426666
160078,1,0.65923786
160079,0,0.06433842
160080,0,0.30708104
160081,0,0.10948931
160082,0,0.15530656
160083,0,0.121663064
160084,0,0.0021095613
160085,0,0.059810445
160086,0,0.018034397
160087,0,0.09609414
160088,0,0.45182353
160089,1,0.7912435
160090,1,0.61099106
160091,1,0.7828568
160092,1,0.5724672
160093,1,0.81008905
160094,0,0.0015424886
160095,1,0.8514749
160096,1,0.51179177
160097,0,0.26984426
160098,1,0.74181604
160099,0,0.0011263583
160100,0,0.37492126
160101,0,0.43347743
160102,1,0.65305233
160103,1,0.65479285
160104,0,0.18567367
160105,0,0.32948926
160106,0,0.010267353
160107,0,0.25336266
160108,1,0.7438914
160109,1,0.8110597
160110,1,0.69935244
160111,0,0.41874498
160112,0,0.16992302
160113,0,0.11079469
160114,1,0.5999416
160115,0,0.009302113
160116,0,0.028616102
160117,1,0.88423026
160118,0,0.4787095
160119,0,0.0016220672
160120,0,0.3569928
160121,1,0.57096887
160122,1,0.5328045
160123,0,0.33785337
160124,1,0.87330675
160125,1,0.8448296
160126,1,0.60179913
160127,1,0.6859394
160128,0,0.17418253
160129,1,0.7966606
160130,1,0.54930615
160131,0,0.030368045
160132,0,0.018576534
160133,1,0.89429736
160134,1,0.93149954
160135,0,0.48450136
160136,0,0.0058108955
160137,1,0.7542535
160138,1,0.6161003
160139,1,0.8627413
160140,0,0.4768029
160141,1,0.7005102
160142,0,0.0057330863
160143,0,0.45362738
160144,0,0.040207572
160145,0,0.0066972175
160146,0,0.0068712714
160147,1,0.6730241
160148,1,0.53055537
160149,0,0.39174315
160150,0,0.18413793
160151,0,0.25479496
160152,0,0.06457073
160153,0,0.022929259
160154,1,0.5555214
160155,1,0.6575718
160156,1,0.7940363
160157,1,0.5634091
160158,0,0.26744765
160159,1,0.6230549
160160,0,0.00950356
160161,1,0.82008344
160162,0,0.18326956
160163,1,0.8220604
160164,1,0.7737579
160165,1,0.879682
160166,1,0.7501956
160167,1,0.71847343
160168,0,0.12921058
160169,0,0.3074724
160170,1,0.8792691
160171,0,0.002401323
160172,0,0.42252403
160173,1,0.5956723
160174,1,0.73668796
160175,0,0.003910542
160176,0,0.16564168
160177,0,0.4619954
160178,1,0.60553473
160179,0,0.0045379708
160180,1,0.7982169
160181,0,0.47328374
160182,1,0.8451364
160183,0,0.007427413
160184,1,0.76184505
160185,0,0.01185492
160186,0,0.33858392
160187,0,0.002562634
160188,1,0.8796675
160189,1,0.72811186
160190,0,0.06394897
160191,1,0.68678004
160192,1,0.6024761
160193,0,0.017360236
160194,0,0.24153067
160195,0,0.40772527
160196,0,0.23691982
160197,1,0.6574146
160198,0,0.46169043
160199,0,0.023280406
160200,0,0.008981476
160201,0,0.017127601
160202,1,0.6410526
160203,1,0.65932304
160204,0,0.18534376
160205,1,0.8884167
160206,1,0.7478453
160207,0,0.048195634
160208,0,0.29481682
160209,1,0.50987947
160210,0,0.017670302
160211,1,0.5008232
160212,0,0.27226296
160213,1,0.82025546
160214,0,0.3082297
160215,0,0.1670878
160216,0,0.038970992
160217,1,0.7303057
160218,0,0.20901313
160219,1,0.7649883
160220,1,0.7232719
160221,1,0.50916594
160222,0,0.2834009
160223,1,0.57777035
160224,1,0.7856507
160225,0,0.19600508
160226,0,0.044218365
160227,1,0.52258795
160228,1,0.82917815
160229,1,0.55015785
160230,1,0.78176713
160231,0,0.022240503
160232,1,0.8736248
160233,0,0.015036477
160234,0,0.042290326
160235,1,0.68951106
160236,0,0.45428103
160237,0,0.44290468
160238,0,0.2278715
160239,0,0.0046545956
160240,1,0.8654423
160241,0,0.056568768
160242,1,0.6351325
160243,0,0.49106026
160244,0,0.0047617983
160245,1,0.6452784
160246,1,0.7836826
160247,0,0.48154742
160248,0,0.20568587
160249,1,0.75867164
160250,1,0.83840525
160251,1,0.57074386
160252,0,0.015793366
160253,0,0.20638429
160254,1,0.7700026
160255,1,0.66949517
160256,0,0.49371478
160257,1,0.9124197
160258,0,0.0021736203
160259,1,0.7907527
160260,1,0.57109046
160261,0,0.085767925
160262,0,0.0047075124
160263,0,0.046473887
160264,0,0.48894107
160265,0,0.48080406
160266,1,0.81954414
160267,0,0.31472546
160268,1,0.51126987
160269,0,0.013298567
160270,0,0.032153405
160271,1,0.5997248
160272,1,0.79527605
160273,0,0.0074026426
160274,0,0.060434375
160275,1,0.667283
160276,1,0.6673617
160277,0,0.006380662
160278,1,0.63189036
160279,1,0.6176516
160280,0,0.24140759
160281,1,0.80211526
160282,1,0.7232584
160283,1,0.5415731
160284,1,0.60041857
160285,1,0.79805994
160286,1,0.7119384
160287,1,0.62408376
160288,0,0.36014375
160289,1,0.5026918
160290,1,0.8100936
160291,0,0.12927356
160292,0,0.0052909073
160293,1,0.551517
160294,0,0.09497071
160295,1,0.73521733
160296,1,0.77110136
160297,1,0.78228426
160298,0,0.004483155
160299,1,0.5014411
160300,1,0.57074296
160301,1,0.7033414
160302,0,0.47240412
160303,1,0.535187
160304,1,0.76268667
160305,1,0.70279753
160306,1,0.6050595
160307,0,0.43006307
160308,0,0.036460195
160309,0,0.028778642
160310,0,0.0023074732
160311,1,0.79056704
160312,1,0.6675151
160313,0,0.4813028
160314,1,0.6434645
160315,1,0.8333652
160316,1,0.66568804
160317,1,0.66076624
160318,1,0.86655426
160319,0,0.47601205
160320,0,0.0044924216
160321,1,0.81290704
160322,1,0.6766152
160323,1,0.59450424
160324,1,0.70216084
160325,1,0.90012217
160326,1,0.63656116
160327,0,0.0046409275
160328,0,0.024206586
160329,1,0.81752795
160330,0,0.0099856965
160331,1,0.87301105
160332,1,0.84096146
160333,0,0.22919497
160334,1,0.71741724
160335,0,0.46824434
160336,1,0.76310545
160337,1,0.5393388
160338,0,0.36062542
160339,0,0.011168033
160340,1,0.68349564
160341,1,0.53677404
160342,0,0.4146648
160343,1,0.77375156
160344,1,0.79189503
160345,1,0.557318
160346,0,0.43680546
160347,1,0.8599974
160348,1,0.86310875
160349,0,0.49070138
160350,1,0.78842026
160351,1,0.81729907
160352,0,0.40643334
160353,0,0.027266473
160354,0,0.040030375
160355,0,0.35399005
160356,0,0.16928793
160357,0,0.060316905
160358,0,0.3511418
160359,0,0.012997488
160360,0,0.019981323
160361,0,0.11937786
160362,0,0.005695704
160363,0,0.037918147
160364,0,0.37581116
160365,0,0.42036793
160366,0,0.0030803357
160367,1,0.8106142
160368,0,0.15386358
160369,0,0.039282944
160370,1,0.89943606
160371,1,0.81002957
160372,0,0.0027213865
160373,1,0.6468544
160374,1,0.67620933
160375,0,0.21034306
160376,1,0.50659305
160377,0,0.042640332
160378,1,0.8156936
160379,1,0.5987671
160380,0,0.02504992
160381,1,0.61585325
160382,1,0.63775104
160383,0,0.15694563
160384,0,0.465413
160385,0,0.024897326
160386,0,0.08342108
160387,0,0.008596565
160388,0,0.38805157
160389,1,0.59771085
160390,1,0.67602354
160391,1,0.5322563
160392,1,0.71283644
160393,0,0.119248375
160394,0,0.0049190787
160395,1,0.5735688
160396,1,0.7211411
160397,0,0.32242832
160398,1,0.8868203
160399,1,0.57032263
160400,1,0.8069318
160401,0,0.00280348
160402,1,0.8466044
160403,0,0.048239302
160404,1,0.5014427
160405,0,0.35402843
160406,1,0.70913994
160407,0,0.0033692117
160408,1,0.68332887
160409,0,0.002452671
160410,0,0.010504062
160411,1,0.8248616
160412,1,0.5708783
160413,1,0.7334348
160414,0,0.019506458
160415,0,0.003898508
160416,0,0.07886812
160417,0,0.0053317985
160418,0,0.07213819
160419,0,0.27229136
160420,0,0.12184923
160421,1,0.5553829
160422,0,0.47991812
160423,0,0.0061610867
160424,1,0.6760384
160425,0,0.02105813
160426,0,0.39107642
160427,0,0.0068880455
160428,1,0.55972946
160429,1,0.76713884
160430,1,0.81851774
160431,1,0.89172745
160432,0,0.0031584185
160433,1,0.61852676
160434,0,0.3798874
160435,1,0.7700174
160436,1,0.5886286
160437,0,0.01084742
160438,1,0.8571174
160439,1,0.6579066
160440,0,0.00054047065
160441,0,0.08266179
160442,1,0.63549924
160443,1,0.7607179
160444,0,0.016753068
160445,1,0.805098
160446,1,0.7786349
160447,1,0.7624097
160448,1,0.69124
160449,0,0.036987856
160450,0,0.20294514
160451,1,0.8544767
160452,1,0.7710587
160453,0,0.0026705968
160454,0,0.2988851
160455,0,0.032522004
160456,1,0.73923755
160457,1,0.6076547
160458,1,0.52552813
160459,1,0.5690475
160460,1,0.53358805
160461,0,0.48313645
160462,1,0.58769
160463,1,0.8399972
160464,1,0.71073073
160465,1,0.568012
160466,0,0.15746117
160467,0,0.42873806
160468,1,0.61501104
160469,1,0.8311375
160470,1,0.65811837
160471,1,0.67847425
160472,0,0.011415379
160473,1,0.8778673
160474,1,0.7087461
160475,0,0.060638737
160476,0,0.04298155
160477,0,0.16995348
160478,1,0.7794367
160479,1,0.8429911
160480,1,0.6121949
160481,1,0.54616034
160482,0,0.023269974
160483,0,0.0041341176
160484,0,0.42134938
160485,0,0.0018573896
160486,0,0.009351476
160487,0,0.1646814
160488,0,0.0014002263
160489,1,0.5631509
160490,0,0.02768144
160491,1,0.66207016
160492,1,0.7448804
160493,1,0.66298336
160494,0,0.28098324
160495,0,0.48889914
160496,1,0.63784057
160497,0,0.23318909
160498,0,0.019082185
160499,1,0.76023453
160500,1,0.81082195
160501,0,0.0036702103
160502,1,0.6670444
160503,1,0.7754657
160504,0,0.009303536
160505,1,0.836992
160506,1,0.6912379
160507,1,0.5993717
160508,1,0.8403799
160509,1,0.972335
160510,0,0.38574108
160511,1,0.68623245
160512,0,0.007513489
160513,0,0.48043296
160514,1,0.5938468
160515,1,0.7020715
160516,0,0.019717254
160517,1,0.77233666
160518,0,0.0011895129
160519,0,0.4006276
160520,0,0.011250554
